1000,3000,10000,30000,100000,1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,benchmark10,Predictive value
32408.5,32408.3,32406.8,32410,32408,32405.75,32408.25,32408.25,32408.5,32409,32410,32410.25,32410.25,32410.5,32410.75,32410.75,32411,32412,32413,32413,32413.25,32413.25,32413,32413.25,32412.75,32408.44,32412.14,32408.91595
32412.8,32411.5,32413.3,32413.5,32412,32411,32411.5,32410.75,32412.5,32411.5,32411.5,32411.5,32411.75,32411.5,32411.25,32412.5,32413,32412.75,32413,32411.75,32411.75,32411.75,32411,32409.5,32410.5,32412.14,32407.94,32412.30027
32406.8,32408.8,32406,32408.5,32408.8,32407.25,32409.5,32408.75,32408,32408,32407.5,32407.75,32408.25,32408.25,32408.5,32408.25,32408.25,32408,32408,32408.25,32408.5,32409.5,32411.5,32410.75,32411,32407.94,32426.29,32407.71747
32425.8,32426.5,32426.5,32429,32429.3,32426.5,32426.5,32423.25,32424.5,32423.5,32424,32424.25,32424.25,32424.25,32423.75,32424,32424.25,32424.25,32424.25,32424.25,32425,32425,32425,32425,32425,32426.29,32412.39,32425.67153
32412,32411.5,32411.5,32413.3,32416.3,32412,32411.25,32411.25,32412,32412.75,32411.75,32412.5,32412.25,32412.25,32412,32412,32412,32412,32411.75,32410.5,32411,32411.5,32411.5,32412.25,32412.75,32412.39,32402.3,32412.46045
32401,32401.5,32401.5,32402,32403,32401,32402.25,32402.25,32403.25,32403.75,32403.25,32404.25,32404.25,32404.25,32404.5,32405.5,32406.25,32406.25,32406.25,32406.25,32406.25,32406.25,32406,32406,32405.25,32402.3,32402.83,32402.93711
32402.8,32402,32402,32404,32405,32402.25,32400.5,32401.75,32402.25,32403,32403,32404.5,32404.5,32404.5,32403.75,32404.5,32405.25,32405,32405,32405,32404.75,32404.75,32404,32403.5,32403.75,32402.83,32401.42,32403.24277
32399,32401.8,32401.8,32400.8,32404,32399,32401.5,32401,32401.5,32402.25,32402.25,32402,32402.5,32402.75,32402.75,32402.75,32402.75,32402.75,32403.75,32404.5,32404.5,32404.5,32403.5,32403.25,32403.75,32401.42,32397.24,32401.85579
32395.3,32395,32395,32395,32403.3,32395.5,32395.5,32397.5,32398,32397.25,32400.5,32399.25,32399.25,32399.25,32399,32399,32399.25,32399.5,32400.25,32400.75,32400.5,32400.25,32401.75,32401.5,32401.75,32397.24,32402.51,32398.01606
32404.5,32402,32402,32403,32402.3,32402.75,32402,32401.5,32402,32402,32402,32403,32402.5,32402.25,32404.75,32405,32405,32405,32405,32404.75,32404.75,32404.25,32404.25,32404.25,32404.75,32402.51,32407.38,32402.88972
32407,32406.5,32406.5,32408,32409.3,32407.25,32407,32407,32406.75,32407.25,32407,32407.5,32408.5,32408.75,32408,32408,32407.75,32408,32407.75,32407.75,32408.75,32410.75,32410.5,32411.25,32409.25,32407.38,32415.42,32407.50897
32414.3,32414,32415.8,32415.8,32417.3,32414.5,32414.25,32416.25,32416,32416.5,32416,32416,32416.25,32416.25,32417.25,32417.5,32417,32417,32416.25,32415.25,32417,32417.75,32417,32417,32417.25,32415.42,32418.59,32416.04762
32418,32419,32417,32418.8,32418.8,32418,32419,32419.25,32419.25,32418.75,32418.5,32419,32419.5,32419.5,32420,32420.75,32420.75,32421,32421.5,32422,32422,32421.5,32422.5,32422,32421.25,32418.59,32420.29,32418.7833
32419.5,32420.3,32419,32421.8,32420.3,32420.25,32421,32420.5,32419.75,32420,32419.5,32420.25,32421.5,32421,32421.5,32421.5,32422,32422.25,32422,32422,32422.5,32422.5,32422.5,32422.75,32421.5,32420.29,32437.79,32420.17838
32436.3,32436.3,32436,32439,32438,32436.25,32436.25,32439,32438.5,32439.75,32440.75,32442,32440.5,32440.25,32439.5,32439.5,32440.5,32439.25,32439.75,32438.25,32436.75,32437,32436,32436,32435.25,32437.79,32437.84,32438.15991
32435.8,32436.8,32439,32437.8,32445.5,32434.75,32435.75,32436,32436.75,32437.25,32437,32439.25,32439.25,32440.5,32440,32439.75,32439.5,32439.5,32439,32440.25,32440.75,32439.5,32439.5,32438.5,32438.5,32437.84,32440.16,32438.81144
32439.8,32438,32439.5,32441.5,32447,32438.25,32437.75,32437.75,32439,32439.75,32440,32440,32440.75,32441.25,32441.25,32441.25,32441.25,32441.25,32441.25,32442.25,32442.5,32443.5,32443.5,32443.5,32444,32440.16,32439.09,32440.91958
32436.3,32436.5,32436.5,32439.3,32445.3,32439.75,32438,32437.75,32439.25,32438.75,32439.5,32439.25,32440.5,32440.5,32440.5,32440.5,32440.5,32440.5,32440,32441.5,32442,32442,32441.5,32441.5,32442,32439.09,32429.83,32439.33634
32429.5,32429.5,32429.5,32432,32431.3,32425.75,32429,32428.75,32428,32429.5,32432,32432,32431.75,32431.75,32433.75,32434.5,32434.5,32434.25,32434.25,32434.5,32434.5,32435.75,32434,32434,32434,32429.83,32427.22,32430.79226
32429,32426.5,32425.3,32425.8,32430.3,32425.5,32426.5,32425.5,32425.75,32426.5,32428.5,32428.75,32429,32429,32429.25,32430.5,32430.5,32430.5,32429.75,32429.75,32429.75,32430,32428.75,32428.75,32428.75,32427.22,32432.91,32427.84781
32430,32432,32431.8,32433,32437.3,32430,32432,32432.75,32433.25,32434,32434.5,32435.25,32435.25,32435.5,32436.25,32436.5,32436.5,32435.25,32435.25,32435.25,32435.25,32436.25,32436.25,32436.5,32435,32432.91,32449.41,32433.71885
32451,32450.3,32449,32449.5,32449,32450.5,32449,32449,32448.5,32447.75,32448.5,32448.5,32448.75,32448.75,32448.75,32448.75,32448.25,32448.75,32448.25,32448.25,32449,32449,32448.5,32448,32447.5,32449.41,32451.95,32449.09256
32451.5,32450.3,32449.3,32451.8,32454.3,32454.75,32451.75,32451,32451.5,32451.5,32452,32452.5,32452.25,32452.25,32452.25,32452.5,32453.25,32453.25,32453.75,32453.75,32453.75,32453.75,32453.5,32453.25,32452.5,32451.95,32441.73,32451.76988
32439,32439,32439,32443,32446.5,32439.25,32440,32443,32443,32443.25,32443.25,32444.5,32445.25,32444.5,32444.5,32444.5,32444.5,32445,32445,32445,32444.75,32445.25,32445.25,32444,32443.75,32441.73,32442.66,32442.40567
32440.5,32440.3,32439,32443.5,32446.5,32441.75,32440.75,32441,32444,32444.25,32444.25,32444.75,32446,32446.75,32447.25,32447.25,32447.25,32447.25,32447.75,32447.5,32446.75,32447,32447.5,32447.75,32448.25,32442.66,32444.27,32443.48987
32443.8,32443.5,32443.5,32447.3,32444.8,32442.5,32443.5,32442.75,32444.5,32445.25,32444.5,32444.25,32444.75,32445,32445,32444.75,32444.75,32446.5,32446.75,32446.75,32446.75,32446.75,32447.25,32447.25,32447,32444.27,32453.93,32444.50517
32453.3,32453.5,32453.5,32457,32460,32453.25,32451.75,32451.5,32452.75,32452.75,32452.25,32452.25,32452,32452.5,32452.5,32452.25,32452,32452.5,32452.5,32453,32452.5,32450.5,32451,32451,32451,32453.93,32448.81,32453.7897
32448,32448,32447,32450.5,32451.3,32447,32448,32447,32448.25,32449,32449.25,32450.75,32450.75,32450,32450,32450.25,32449.75,32450,32450.5,32450.5,32448.5,32448.5,32449.5,32449.5,32449.5,32448.81,32451.39,32448.94983
32448.5,32450.3,32451,32451.8,32454.5,32450.25,32450.5,32451.25,32452,32452,32452.25,32452.25,32452.75,32452.75,32452.75,32453.25,32453.5,32452.5,32452.5,32452.5,32452,32453,32452.75,32452.5,32451.75,32451.39,32453.92,32451.80117
32451.8,32453,32452.8,32454.5,32459.3,32451.75,32452.75,32452.5,32454.25,32454.25,32454.25,32454.75,32454.75,32454.75,32456.5,32457,32456.75,32455.5,32455.5,32455.5,32456,32455.75,32455.75,32455.75,32455.75,32453.92,32463.55,32454.62656
32462.3,32462.3,32462.3,32465.3,32465,32463.5,32462.5,32463,32463.5,32463.5,32463.75,32464.5,32465,32465,32464.25,32464.25,32464.25,32464.75,32465.25,32462,32462,32462.25,32461.5,32462.5,32462.25,32463.55,32467.71,32463.53838
32466,32465.8,32467.5,32469.5,32468,32468,32466.25,32467.5,32468.5,32469,32468.5,32468.5,32469,32469,32468.5,32468,32468,32468.75,32470,32469.75,32469.75,32469.75,32469.75,32467.75,32467.75,32467.71,32454.69,32467.92009
32451.3,32454.8,32454.5,32454.5,32456.3,32451.25,32454.5,32454.25,32455,32455.5,32457.5,32457.25,32457.25,32457.25,32457.5,32457.5,32458.25,32459.25,32458.75,32459.5,32459.75,32459.25,32459.25,32459,32459,32454.69,32449.53,32455.47336
32446,32448,32447.5,32451.5,32452,32447,32449.75,32449.25,32450.25,32451,32451,32452.25,32452.25,32452.25,32452.25,32452.25,32452.25,32452.25,32452.25,32452.5,32451.25,32452.75,32453.25,32453,32453.5,32449.53,32450.11,32450.00339
32448.3,32448.3,32448,32450.5,32447,32450.5,32450,32451.25,32452.5,32452.5,32452.5,32453.5,32453.5,32453.25,32453.25,32453.25,32453.25,32453.75,32454,32455,32454,32453.25,32454.25,32454.5,32454.75,32450.11,32456.8,32450.55584
32455.3,32455.3,32455.8,32456,32461.8,32456,32456,32456,32456.5,32456.75,32457.75,32457.5,32457.5,32457.5,32457.75,32457.75,32457.75,32458,32458,32459,32459,32460.25,32459,32459,32457.5,32456.8,32463.38,32457.26307
32462,32462.5,32462.3,32464,32465,32465.75,32462.5,32463,32463,32463.25,32463.25,32463,32463.5,32464.5,32464.75,32465,32465,32465,32464.75,32464,32462.75,32463,32464.25,32464.5,32463.75,32463.38,32454.31,32463.45928
32453,32452.8,32454.5,32455.5,32460,32452,32452.5,32452.25,32453.75,32453.5,32453.5,32453.5,32455.5,32455.25,32457,32457,32457,32457.5,32458.75,32458.75,32458.25,32458.25,32458.25,32458.25,32458,32454.31,32460.51,32455.18901
32459,32459.8,32461.5,32461.5,32463.3,32459.5,32459,32459.25,32459.25,32461,32461,32461.25,32461.25,32462,32462.25,32463.5,32463.5,32463.5,32463.5,32463,32462,32462.5,32462.25,32462.75,32463,32460.51,32450.01,32461.26457
32447.3,32449.5,32449.3,32448,32451.5,32449.75,32450.25,32450.25,32450,32451.25,32451.75,32452.25,32452.75,32452.75,32452.5,32452.5,32452.75,32452.75,32453.25,32454.25,32454.5,32453.75,32454.25,32454,32454,32450.01,32447.34,32450.56103
32447,32446.3,32447.3,32448.3,32453,32445.75,32444.25,32446.25,32447,32446.75,32446.75,32447.5,32447.75,32448,32448.25,32448.25,32449,32449,32449.5,32449,32449,32449.25,32449.25,32449.25,32448.75,32447.34,32449.24,32448.05878
32447.8,32447.8,32448.3,32450,32452.5,32448,32449.75,32448.75,32449.5,32449.5,32449.5,32449.5,32449.25,32450.25,32452,32451.5,32451.25,32451.25,32451,32451,32450.5,32450,32450,32449.75,32449.75,32449.24,32442.01,32449.74892
32437.3,32441,32441,32442.3,32447.5,32441.25,32441.75,32441.75,32442.25,32442.5,32442.5,32443,32443.25,32444.25,32444.5,32444.5,32444.75,32445.25,32445.75,32445.5,32445.75,32446,32446.25,32446.5,32446.25,32442.01,32441.32,32442.59379
32440.8,32440.5,32440.3,32443.3,32442.5,32440.75,32440.75,32440.5,32440.5,32440.5,32440.5,32443,32443.25,32443.25,32443.75,32443.25,32443,32443.25,32443.5,32445.25,32445.25,32445,32446.25,32446,32445.5,32441.32,32435.59,32441.63028
32434,32434.8,32434.5,32434.8,32435.8,32437.25,32434.75,32435,32436,32436.75,32436.75,32437,32437.25,32437.5,32438,32438.25,32439.25,32439.25,32439,32439.5,32439.5,32442.25,32440.75,32440.75,32440.75,32435.59,32419.74,32436.06309
32419.3,32419,32419.8,32419.8,32419.5,32418.75,32419,32419.75,32420,32420.75,32421,32421.25,32421.25,32421.75,32424,32424,32424.25,32423,32422.75,32423.25,32423.25,32424.25,32424.25,32424,32425.75,32419.74,32425.51,32420.68894
32425,32424,32424.8,32424.3,32426.5,32427.75,32425.25,32425,32425,32425.75,32425.75,32426.5,32426.75,32426.5,32426.25,32426.5,32426.5,32426.5,32425.25,32424.75,32425,32425.25,32425,32425,32425.5,32425.51,32433.23,32425.52132
32432,32432.8,32431.5,32435,32434.5,32433.75,32432,32432.25,32432,32433.25,32434,32434,32434.75,32434.75,32435.75,32435.5,32435,32435,32435,32434.5,32435,32434.25,32434.25,32434.25,32433,32433.23,32446.03,32433.34043
32446,32446.5,32445,32444,32448.3,32445.5,32446.25,32446.5,32445.5,32445.5,32445,32448,32448.25,32448.5,32448.5,32448.5,32448.75,32448.75,32448.5,32448.5,32448.25,32449,32449,32448.75,32447.75,32446.03,32455.15,32446.47731
32454.8,32455,32452.8,32454.8,32455.3,32455,32457.25,32455,32455,32456,32455.75,32455.75,32455.75,32455.5,32456,32456.25,32456.25,32456.25,32457.25,32458.25,32458.5,32459.25,32458.75,32459,32459,32455.15,32453.08,32455.13209
32451.8,32450.5,32450.5,32454,32455,32452.5,32453.75,32453,32454,32454.25,32454.25,32454.5,32454.5,32454.5,32455.5,32455.25,32455.25,32454.5,32454.5,32454.75,32454.75,32455.5,32456,32457.25,32456.5,32453.08,32464,32453.48116
32462,32463.3,32463.3,32465.8,32471.3,32461,32461.5,32462.75,32462.75,32462.75,32463.75,32463.5,32465.25,32465.5,32465.75,32466.25,32465.5,32465.25,32466.25,32466,32465.25,32465.5,32465.5,32464.75,32465,32464,32486.09,32464.67059
32484.5,32482,32485.3,32486.3,32491.8,32485.75,32488,32488.25,32486,32485.25,32485.25,32485.75,32486,32487.25,32487.25,32488.75,32488.5,32488.5,32488.25,32488.25,32488.5,32487.5,32486.5,32486.75,32487.5,32486.09,32484.29,32486.71908
32481.5,32482.8,32482.8,32487.5,32489.3,32483.75,32483,32483,32482.75,32483.5,32484.5,32484.75,32485,32484.75,32484.5,32485.25,32485.25,32485.25,32485.25,32484.5,32483.75,32483.25,32483.25,32484.25,32484.25,32484.29,32490.39,32484.29884
32489.5,32489.5,32489.3,32491.8,32490.5,32489.75,32490.25,32491,32491.25,32491.25,32490.75,32491,32491.25,32491.25,32491.25,32491.25,32491.25,32491.25,32492,32492.5,32493,32492.5,32492.25,32492.25,32491.25,32490.39,32488.17,32490.57293
32487.3,32485.8,32487.3,32488.3,32490.5,32489,32487.75,32488,32488,32487.75,32488.5,32488.75,32489.25,32489.5,32489.25,32489,32488.5,32488,32488,32488,32487.5,32488.5,32488.75,32488.5,32488.5,32488.17,32485.29,32488.35746
32484,32482.8,32482.8,32484,32491.5,32484,32484.5,32483.75,32484.5,32485.5,32486,32488.75,32488.75,32488.5,32488.25,32488.75,32488.5,32488.5,32487.25,32487,32487.5,32486.5,32485.75,32485.25,32485.5,32485.29,32477.41,32486.01779
32477.5,32478.5,32479.3,32477.5,32478,32477,32476.75,32477.25,32476.75,32476.5,32476,32476.5,32476.75,32476.75,32477.5,32477.5,32477.5,32478.25,32478.75,32478.75,32479.25,32481.25,32481.25,32481,32481.25,32477.41,32479.69,32477.65037
32480,32478.5,32479.5,32479.8,32478.3,32480.5,32481.25,32478.75,32479.5,32479.25,32479.75,32479.75,32479.75,32479.25,32479.5,32480.5,32482.25,32482.25,32482.25,32481.75,32481.75,32481.75,32481.75,32483,32483.25,32479.69,32486.04,32479.68842
32488,32485,32484.8,32487.3,32486,32487.75,32486.25,32485.25,32486,32485.25,32484.25,32484.75,32485,32485.25,32485,32485,32485.25,32485.75,32486.25,32486.25,32486.25,32486.5,32486.25,32486,32485,32486.04,32488.36,32485.71506
32487,32486.8,32487,32489.5,32492.3,32488.75,32488.5,32487,32487.25,32488.25,32488.25,32488.25,32488.25,32488.25,32489.75,32489.75,32490,32489.75,32489.5,32489.5,32489.25,32490,32490,32490,32489.75,32488.36,32487.49,32488.5276
32485,32486.5,32488.5,32489.3,32489.3,32488.5,32486.5,32487.75,32487,32486.75,32486.75,32487.25,32487.5,32487.75,32487.25,32487.25,32487.5,32487.25,32486.75,32486.25,32486.25,32486,32485,32484.5,32484,32487.49,32490.44,32487.32778
32492,32488.8,32488.8,32490.3,32490.5,32492.5,32492.25,32490,32489.5,32489.5,32490.25,32490.25,32489.5,32489.5,32489.75,32489.75,32489.75,32490,32490,32490.25,32490.5,32490.25,32490.5,32490.5,32490,32490.44,32483.2,32490.07061
32481.8,32481.3,32481.8,32484,32486.3,32481.75,32481.75,32481.75,32481.75,32484.25,32484.75,32486.25,32486.75,32487.75,32486.75,32486.75,32486.75,32486.75,32486.5,32485.75,32485.75,32485.25,32485.25,32484.5,32484,32483.2,32487.62,32483.96144
32487.8,32486.3,32485.8,32490,32490.8,32486.75,32486.25,32486,32486.25,32486,32488.25,32488,32488,32488,32488.5,32488.25,32488.25,32488.25,32488.25,32488.75,32488.75,32488.75,32488.75,32487.5,32486.75,32487.62,32485.28,32487.7488
32486.5,32484,32484,32488,32488.8,32484.75,32483.5,32483.75,32483.75,32484.25,32484.5,32485.25,32485,32486.5,32486.25,32485.5,32486.25,32486.5,32486.5,32487.25,32487.25,32487,32486.5,32486.25,32485.5,32485.28,32472.57,32485.59693
32472.3,32473.5,32473,32475.3,32479.3,32468,32468.5,32471,32470.75,32471.5,32471,32474,32474,32474.5,32475,32476,32476,32477,32476.25,32476.75,32477.25,32477.75,32477.75,32478,32478.5,32472.57,32483.93,32473.78396
32483.8,32483.8,32483.8,32483.8,32483.8,32484,32483.75,32483.75,32484,32485,32484.5,32484,32484,32485,32484.75,32484.75,32484.5,32486.25,32486.25,32486.25,32486,32486,32485.5,32485,32485,32483.93,32483.38,32484.19672
32484.3,32483.8,32483.8,32483.8,32483.8,32483.25,32483.25,32482.75,32482.75,32483,32482.75,32482.25,32482.25,32482.25,32482,32482,32482,32481.25,32482.25,32481.5,32482.5,32482.75,32482.5,32482.75,32482.75,32483.38,32483.75,32483.19211
32485.5,32483.8,32483.8,32483.8,32483.8,32483.5,32483.75,32483.25,32482.25,32483,32483,32483.5,32484.25,32484,32484,32483.5,32483.75,32485,32485.5,32485.5,32485.25,32484.25,32482.75,32483.25,32484.25,32483.75,32471.14,32483.7479
32471.5,32474,32471.3,32471.8,32473.3,32470.5,32468.75,32470.25,32470.25,32469.75,32470,32470,32470,32473,32473,32473,32473.25,32473.25,32473,32475,32474.75,32474.75,32474.25,32474.75,32473.5,32471.14,32485.18,32471.6891
32485.8,32485.8,32485.8,32483.3,32483.3,32485.5,32485.75,32487.5,32486,32485,32484.5,32485.25,32486,32486,32486.25,32486.75,32486,32486.25,32486.25,32486.75,32486.5,32488,32489.5,32489.5,32488.75,32485.18,32484.51,32485.46819
32485.3,32484,32483.5,32483.5,32483.3,32483.75,32484,32483.75,32485.75,32485.5,32486.5,32486.5,32485.5,32485.5,32485.5,32485.5,32485,32485.5,32485.5,32485.75,32485.5,32486,32485.25,32486.75,32485,32484.51,32488.34,32484.82354
32486.8,32486.5,32486.5,32483.5,32483.3,32488,32492.25,32492.5,32491.5,32492,32492.5,32492.5,32492.5,32493.5,32491,32491,32491,32490.25,32491.25,32491.75,32493.25,32492.5,32491.75,32490.25,32490.5,32488.34,32495.22,32488.80744
32494.3,32494.3,32496,32495.8,32494.8,32495,32495.25,32495.75,32496,32496.25,32495.25,32495.25,32495.5,32495,32495,32497,32495.5,32494.5,32494.25,32494.25,32494.75,32497.5,32497.25,32497,32495.75,32495.22,32520.64,32495.4521
32519.8,32519.5,32519.5,32521.5,32522.8,32519.75,32519.75,32519.75,32521.5,32521.5,32521.5,32522,32520.75,32521.5,32522.5,32521.75,32520,32520.5,32520.5,32521.5,32521,32521.25,32521.25,32519.5,32519.5,32520.64,32543.38,32520.97985
32541.8,32541.5,32547,32547.5,32547.5,32539,32541.5,32541.25,32541.25,32542.75,32543.5,32543.5,32543.25,32543.25,32542.75,32542,32542.25,32542,32540.75,32541,32540,32542,32542.5,32541,32541,32543.38,32539.74,32543.82801
32538.3,32539.8,32538.5,32540.5,32544.8,32537.75,32536.5,32537.75,32537.5,32538.25,32541,32542.25,32542.75,32544.75,32544.75,32544.75,32544.75,32543.25,32543.25,32545,32545.75,32545.75,32544.5,32543.25,32543.25,32539.74,32540.91,32540.89199
32539.5,32540.5,32542.8,32542.8,32543.5,32538.25,32539.25,32539.5,32541,32540.5,32540.75,32540.75,32540.75,32540.25,32541.25,32541,32541,32541.25,32543.5,32543.25,32544.5,32543.5,32544.75,32544,32544.25,32540.91,32545.38,32541.44864
32542.5,32543,32544.5,32545,32549.5,32543,32543.25,32544.5,32545.5,32545.25,32548.25,32548.25,32549.25,32548.75,32548.5,32548.75,32548.75,32548.75,32548.5,32550,32550,32550.25,32550.25,32550.25,32550.75,32545.38,32540.46,32546.44536
32535.8,32537.5,32542,32540.8,32546.5,32537.25,32538.25,32539.25,32541.5,32541.75,32541.25,32541.25,32543.75,32543.75,32543.75,32544.5,32544.5,32544.5,32545.5,32545.5,32546.75,32547.25,32546.25,32546.5,32545.75,32540.46,32530.21,32541.91381
32530.5,32527.5,32528.5,32534.3,32536,32528.25,32527.5,32527.25,32528.25,32528.75,32529.5,32529.75,32531.75,32531.75,32532,32531.5,32530.75,32531,32531.25,32531.25,32531.25,32533,32532,32531.25,32531.75,32530.21,32538.37,32530.64309
32540,32536.8,32537.8,32540.3,32541.5,32534.75,32539.75,32537,32536.75,32537.5,32537.5,32538.75,32538.5,32538.75,32539,32539,32539.75,32540,32539.5,32539.5,32540,32540,32540,32539.75,32540.25,32538.37,32538,32538.7648
32535,32536.3,32535.8,32539.3,32540.8,32538.25,32539,32537.25,32538.25,32538,32539,32538,32538.25,32538.25,32538.25,32539,32539.5,32539.5,32538.75,32537.5,32537.5,32537.25,32538.5,32538.5,32538.75,32538,32542.36,32537.90016
32543.3,32540,32541.5,32541.8,32542.5,32543.25,32542.5,32541.75,32542,32542.25,32543.5,32543.25,32543.25,32543.5,32542.75,32542,32542.25,32541.75,32541.75,32541.25,32541.75,32542,32543.25,32543.5,32542.25,32542.36,32547.36,32542.42509
32549.3,32547.5,32545.5,32546.8,32547,32549.25,32548,32546.25,32546.25,32546.5,32546.75,32547.25,32547.25,32548,32547.5,32547.5,32547.5,32546.5,32547,32548.5,32548.5,32548.5,32548.5,32545.75,32545.75,32547.36,32553.2,32547.05366
32550.8,32553.8,32553.8,32555.3,32552.8,32551,32553.75,32552.25,32552.75,32553.5,32554.25,32554,32553.75,32554.25,32554.25,32554.25,32554.25,32554,32554,32552.75,32551.5,32551.5,32552,32553,32552.75,32553.2,32572.49,32553.25806
32571.5,32572,32572.8,32574.5,32574.8,32571.75,32571,32570.5,32571.25,32571.75,32572,32571.75,32573.25,32572.75,32572.75,32574,32574,32573.75,32574,32574,32574.75,32575,32575.25,32575.25,32575.25,32572.49,32593.9,32572.75335
32592.8,32593.3,32593.5,32598.3,32595.3,32592.75,32591.75,32592.5,32591.75,32592.5,32594.75,32594.5,32594.75,32595,32594.75,32593.75,32594.25,32594,32594,32593.5,32592,32591.75,32591.75,32592,32592.5,32593.9,32586.16,32593.84054
32584.3,32584.5,32584.5,32589.8,32588,32585.75,32584.5,32586.25,32586.25,32586.75,32586.75,32587.25,32587.25,32587.5,32587.75,32587.5,32588.25,32588,32588.5,32588.5,32589.5,32589,32588.25,32588.25,32588,32586.16,32591.09,32586.49044
32589.3,32590.5,32589.5,32592.5,32593.3,32590,32590.5,32589.5,32590.25,32592,32592.25,32592.75,32592.75,32592.5,32591.75,32591.75,32591.75,32592.75,32592.5,32592.5,32593,32592.5,32591,32590.25,32590,32591.09,32600.64,32591.16342
